account_id,district_id,frequency,date
1779,33,POPLATEKMESICNE,930815
1912,64,POPLATEKMESICNE,930815
238,6,POPLATEKMESICNE,930815
3113,67,POPLATEKMESICNE,930816
5481,52,POPLATEKMESICNE,930816
3035,15,POPLATEKTYDNE,930816
942,9,POPLATEKMESICNE,930816
3221,5,POPLATEKMESICNE,930817
2616,1,POPLATEKMESICNE,930817
2137,4,POPLATEKPOOBRATU,930817
978,73,POPLATEKMESICNE,930818
2771,37,POPLATEKMESICNE,930818
3891,1,POPLATEKMESICNE,930818
9236,11,POPLATEKMESICNE,930818
274,76,POPLATEKMESICNE,930820
552,14,POPLATEKMESICNE,930820
2417,44,POPLATEKMESICNE,930820
3868,43,POPLATEKMESICNE,930821
9869,12,POPLATEKMESICNE,930821
1875,44,POPLATEKMESICNE,930821
8212,52,POPLATEKPOOBRATU,930821
3477,71,POPLATEKMESICNE,930822
1513,30,POPLATEKMESICNE,930823
3053,11,POPLATEKMESICNE,930823
1057,13,POPLATEKMESICNE,930823
6030,47,POPLATEKMESICNE,930824
3407,28,POPLATEKMESICNE,930824
1761,24,POPLATEKMESICNE,930824
3306,75,POPLATEKMESICNE,930824
162,60,POPLATEKMESICNE,930825
5011,31,POPLATEKMESICNE,930825
965,20,POPLATEKMESICNE,930825
1305,57,POPLATEKMESICNE,930825
815,56,POPLATEKMESICNE,930825
1449,35,POPLATEKMESICNE,930826
950,49,POPLATEKMESICNE,930826
3361,45,POPLATEKMESICNE,930826
3837,48,POPLATEKPOOBRATU,930826
33,22,POPLATEKMESICNE,930826
2894,17,POPLATEKMESICNE,930828
2510,61,POPLATEKMESICNE,930828
389,30,POPLATEKMESICNE,930828
6051,56,POPLATEKMESICNE,930828
730,4,POPLATEKMESICNE,930828
1694,6,POPLATEKTYDNE,930829
721,76,POPLATEKMESICNE,930829
1106,20,POPLATEKTYDNE,930829
3319,56,POPLATEKMESICNE,930829
10451,1,POPLATEKMESICNE,930829
172,13,POPLATEKMESICNE,930830
3920,74,POPLATEKMESICNE,930901
3011,64,POPLATEKMESICNE,930901
1337,23,POPLATEKMESICNE,930901
2592,69,POPLATEKMESICNE,930901
146,4,POPLATEKMESICNE,930902
2576,1,POPLATEKMESICNE,930902
3195,40,POPLATEKMESICNE,930902
8073,24,POPLATEKPOOBRATU,930903
4463,67,POPLATEKMESICNE,930903
2082,36,POPLATEKMESICNE,930903
2020,13,POPLATEKMESICNE,930904
160,23,POPLATEKMESICNE,930904
7607,1,POPLATEKMESICNE,930905
117,31,POPLATEKMESICNE,930905
3509,2,POPLATEKMESICNE,930905
151,76,POPLATEKMESICNE,930906
1719,1,POPLATEKMESICNE,930906
3456,32,POPLATEKMESICNE,930906
2951,44,POPLATEKMESICNE,930906
7190,49,POPLATEKMESICNE,930906
1827,10,POPLATEKMESICNE,930906
1689,55,POPLATEKMESICNE,930907
1197,68,POPLATEKMESICNE,930907
5952,50,POPLATEKMESICNE,930907
6930,41,POPLATEKMESICNE,930908
1107,42,POPLATEKMESICNE,930908
8475,4,POPLATEKMESICNE,930908
3575,7,POPLATEKMESICNE,930908
2691,69,POPLATEKMESICNE,930908
3323,13,POPLATEKMESICNE,930908
2428,72,POPLATEKMESICNE,930908
2649,2,POPLATEKMESICNE,930908
2907,70,POPLATEKMESICNE,930909
1091,16,POPLATEKMESICNE,930909
1487,66,POPLATEKMESICNE,930910
3157,77,POPLATEKMESICNE,930910
4414,24,POPLATEKMESICNE,930910
2302,24,POPLATEKMESICNE,930910
1410,74,POPLATEKMESICNE,930911
1146,67,POPLATEKMESICNE,930912
8564,68,POPLATEKMESICNE,930912
750,73,POPLATEKMESICNE,930912
2150,37,POPLATEKMESICNE,930912
10940,50,POPLATEKMESICNE,930913
9337,30,POPLATEKMESICNE,930913
861,22,POPLATEKMESICNE,930913
10440,72,POPLATEKMESICNE,930913
10036,1,POPLATEKMESICNE,930913
1234,6,POPLATEKMESICNE,930913
7774,74,POPLATEKPOOBRATU,930914
1547,72,POPLATEKMESICNE,930914
1079,74,POPLATEKMESICNE,930914
3863,15,POPLATEKMESICNE,930914
3480,58,POPLATEKMESICNE,930914
2671,1,POPLATEKMESICNE,930915
1705,70,POPLATEKMESICNE,930915
3028,27,POPLATEKMESICNE,930915
3310,25,POPLATEKMESICNE,930915
6715,48,POPLATEKTYDNE,930915
3255,1,POPLATEKMESICNE,930915
3751,9,POPLATEKMESICNE,930915
2987,18,POPLATEKMESICNE,930916
857,77,POPLATEKMESICNE,930916
3042,10,POPLATEKMESICNE,930916
2695,16,POPLATEKMESICNE,930916
2849,1,POPLATEKMESICNE,930916
2802,1,POPLATEKMESICNE,930916
34,67,POPLATEKTYDNE,930917
7133,1,POPLATEKMESICNE,930917
699,1,POPLATEKMESICNE,930917
2282,29,POPLATEKTYDNE,930917
8489,19,POPLATEKMESICNE,930918
837,46,POPLATEKMESICNE,930918
8759,1,POPLATEKMESICNE,930918
1602,33,POPLATEKMESICNE,930919
2958,48,POPLATEKMESICNE,930919
3408,62,POPLATEKMESICNE,930919
153,77,POPLATEKMESICNE,930919
3268,21,POPLATEKMESICNE,930920
854,62,POPLATEKMESICNE,930921
1831,1,POPLATEKMESICNE,930921
39,36,POPLATEKMESICNE,930922
1811,40,POPLATEKMESICNE,930922
3822,8,POPLATEKMESICNE,930922
1404,7,POPLATEKTYDNE,930922
517,76,POPLATEKMESICNE,930922
1440,55,POPLATEKMESICNE,930922
3505,46,POPLATEKMESICNE,930923
1804,20,POPLATEKTYDNE,930923
2617,1,POPLATEKMESICNE,930924
467,74,POPLATEKMESICNE,930924
4437,40,POPLATEKMESICNE,930924
1453,61,POPLATEKTYDNE,930925
3977,7,POPLATEKMESICNE,930925
8982,64,POPLATEKMESICNE,930925
27,73,POPLATEKMESICNE,930926
4511,33,POPLATEKMESICNE,930926
1052,61,POPLATEKMESICNE,930927
10227,62,POPLATEKPOOBRATU,930927
3171,61,POPLATEKMESICNE,930928
228,5,POPLATEKMESICNE,930928
3618,29,POPLATEKMESICNE,930929
1016,40,POPLATEKMESICNE,930929
15,70,POPLATEKMESICNE,931002
3237,20,POPLATEKMESICNE,931002
1485,36,POPLATEKMESICNE,931003
7769,23,POPLATEKMESICNE,931003
2613,26,POPLATEKMESICNE,931003
2201,8,POPLATEKMESICNE,931005
1896,74,POPLATEKMESICNE,931005
5387,1,POPLATEKMESICNE,931005
3535,1,POPLATEKMESICNE,931005
1120,1,POPLATEKMESICNE,931005
235,41,POPLATEKMESICNE,931006
3701,76,POPLATEKMESICNE,931006
1516,67,POPLATEKMESICNE,931008
4543,33,POPLATEKMESICNE,931008
2427,70,POPLATEKTYDNE,931008
1981,64,POPLATEKMESICNE,931008
8566,74,POPLATEKMESICNE,931008
678,17,POPLATEKMESICNE,931008
4659,56,POPLATEKMESICNE,931008
4059,34,POPLATEKMESICNE,931008
4013,73,POPLATEKPOOBRATU,931008
7011,75,POPLATEKMESICNE,931008
2132,76,POPLATEKMESICNE,931008
1816,44,POPLATEKMESICNE,931008
2623,58,POPLATEKMESICNE,931009
2793,47,POPLATEKMESICNE,931009
2479,18,POPLATEKMESICNE,931009
11135,75,POPLATEKMESICNE,931010
8041,1,POPLATEKMESICNE,931010
492,5,POPLATEKMESICNE,931010
799,56,POPLATEKMESICNE,931010
3972,51,POPLATEKMESICNE,931011
1468,54,POPLATEKMESICNE,931011
624,70,POPLATEKMESICNE,931011
3483,40,POPLATEKMESICNE,931012
4260,56,POPLATEKMESICNE,931014
616,43,POPLATEKMESICNE,931014
931,59,POPLATEKMESICNE,931015
102,11,POPLATEKMESICNE,931016
540,75,POPLATEKMESICNE,931016
2660,1,POPLATEKTYDNE,931017
4287,1,POPLATEKMESICNE,931017
3551,6,POPLATEKMESICNE,931017
2072,41,POPLATEKMESICNE,931017
4119,77,POPLATEKMESICNE,931018
1345,28,POPLATEKMESICNE,931019
1565,36,POPLATEKMESICNE,931020
2824,11,POPLATEKMESICNE,931020
2052,61,POPLATEKMESICNE,931020
1767,21,POPLATEKMESICNE,931020
2140,75,POPLATEKMESICNE,931021
1051,35,POPLATEKMESICNE,931021
3927,56,POPLATEKMESICNE,931022
2050,1,POPLATEKMESICNE,931022
2276,31,POPLATEKMESICNE,931022
126,5,POPLATEKMESICNE,931023
2859,11,POPLATEKMESICNE,931023
2667,23,POPLATEKMESICNE,931023
1789,46,POPLATEKMESICNE,931023
838,47,POPLATEKMESICNE,931023
3264,70,POPLATEKMESICNE,931023
198,70,POPLATEKMESICNE,931025
2345,5,POPLATEKMESICNE,931025
5256,72,POPLATEKPOOBRATU,931025
40,64,POPLATEKMESICNE,931025
419,13,POPLATEKMESICNE,931025
3892,43,POPLATEKMESICNE,931025
1217,69,POPLATEKMESICNE,931025
397,11,POPLATEKMESICNE,931026
3146,68,POPLATEKMESICNE,931026
287,16,POPLATEKMESICNE,931027
2180,45,POPLATEKMESICNE,931027
354,59,POPLATEKMESICNE,931028
259,2,POPLATEKMESICNE,931028
1666,67,POPLATEKMESICNE,931030
1495,36,POPLATEKMESICNE,931101
2582,28,POPLATEKMESICNE,931101
4470,16,POPLATEKMESICNE,931101
1381,57,POPLATEKMESICNE,931101
2435,38,POPLATEKMESICNE,931101
542,1,POPLATEKMESICNE,931101
1123,13,POPLATEKMESICNE,931101
3225,1,POPLATEKMESICNE,931101
1133,1,POPLATEKMESICNE,931101
3086,1,POPLATEKMESICNE,931102
2250,35,POPLATEKMESICNE,931102
340,1,POPLATEKMESICNE,931103
4079,52,POPLATEKMESICNE,931103
841,1,POPLATEKMESICNE,931104
2269,6,POPLATEKMESICNE,931104
2867,30,POPLATEKMESICNE,931104
3371,68,POPLATEKMESICNE,931104
520,60,POPLATEKMESICNE,931104
743,10,POPLATEKMESICNE,931105
3640,10,POPLATEKMESICNE,931105
3354,63,POPLATEKMESICNE,931105
107,64,POPLATEKMESICNE,931105
243,55,POPLATEKTYDNE,931106
3687,71,POPLATEKMESICNE,931106
1984,73,POPLATEKMESICNE,931107
4173,1,POPLATEKMESICNE,931108
2700,74,POPLATEKMESICNE,931108
2318,73,POPLATEKMESICNE,931108
7965,55,POPLATEKMESICNE,931108
3352,42,POPLATEKMESICNE,931108
4255,70,POPLATEKTYDNE,931108
73,72,POPLATEKMESICNE,931108
3948,1,POPLATEKMESICNE,931109
648,13,POPLATEKMESICNE,931109
3688,70,POPLATEKMESICNE,931110
462,29,POPLATEKMESICNE,931110
3243,1,POPLATEKMESICNE,931110
8625,64,POPLATEKMESICNE,931110
321,47,POPLATEKMESICNE,931111
3548,23,POPLATEKMESICNE,931111
5984,11,POPLATEKMESICNE,931111
3091,3,POPLATEKMESICNE,931111
626,72,POPLATEKMESICNE,931111
998,47,POPLATEKMESICNE,931111
3326,5,POPLATEKMESICNE,931111
2457,76,POPLATEKMESICNE,931111
2549,74,POPLATEKMESICNE,931112
1947,35,POPLATEKMESICNE,931112
2738,41,POPLATEKMESICNE,931112
1809,1,POPLATEKTYDNE,931112
519,24,POPLATEKMESICNE,931112
2665,61,POPLATEKMESICNE,931113
1114,6,POPLATEKTYDNE,931113
8957,1,POPLATEKMESICNE,931113
2271,68,POPLATEKMESICNE,931113
196,4,POPLATEKMESICNE,931114
3218,41,POPLATEKMESICNE,931114
3660,74,POPLATEKMESICNE,931114
787,10,POPLATEKMESICNE,931114
3820,1,POPLATEKMESICNE,931114
10906,76,POPLATEKMESICNE,931114
914,73,POPLATEKMESICNE,931114
9656,61,POPLATEKMESICNE,931114
1941,60,POPLATEKMESICNE,931115
3617,22,POPLATEKMESICNE,931115
3370,49,POPLATEKMESICNE,931115
1664,56,POPLATEKMESICNE,931115
4337,29,POPLATEKMESICNE,931116
2557,40,POPLATEKMESICNE,931117
1527,31,POPLATEKPOOBRATU,931117
3938,57,POPLATEKMESICNE,931117
1686,11,POPLATEKMESICNE,931118
10670,60,POPLATEKMESICNE,931118
3309,66,POPLATEKMESICNE,931120
3107,5,POPLATEKMESICNE,931120
8377,29,POPLATEKMESICNE,931120
345,5,POPLATEKMESICNE,931120
498,1,POPLATEKMESICNE,931121
3571,39,POPLATEKMESICNE,931121
5991,1,POPLATEKMESICNE,931121
1128,74,POPLATEKMESICNE,931121
10439,66,POPLATEKMESICNE,931121
1302,55,POPLATEKMESICNE,931121
10788,67,POPLATEKTYDNE,931122
4343,31,POPLATEKMESICNE,931122
2460,1,POPLATEKMESICNE,931122
1931,20,POPLATEKMESICNE,931123
2972,12,POPLATEKMESICNE,931123
1286,66,POPLATEKPOOBRATU,931123
1235,76,POPLATEKMESICNE,931123
4385,23,POPLATEKMESICNE,931123
7449,1,POPLATEKMESICNE,931124
545,54,POPLATEKMESICNE,931124
245,65,POPLATEKMESICNE,931125
688,74,POPLATEKMESICNE,931125
173,66,POPLATEKMESICNE,931126
10904,48,POPLATEKMESICNE,931126
7844,1,POPLATEKMESICNE,931126
6353,26,POPLATEKMESICNE,931126
604,12,POPLATEKMESICNE,931126
6806,1,POPLATEKMESICNE,931126
5927,15,POPLATEKMESICNE,931126
2419,24,POPLATEKMESICNE,931127
1288,11,POPLATEKMESICNE,931127
3003,18,POPLATEKMESICNE,931127
10131,1,POPLATEKMESICNE,931127
1952,70,POPLATEKMESICNE,931128
651,72,POPLATEKMESICNE,931128
2989,4,POPLATEKMESICNE,931128
1499,47,POPLATEKMESICNE,931128
426,1,POPLATEKMESICNE,931129
3570,44,POPLATEKMESICNE,931129
4237,18,POPLATEKMESICNE,931129
2739,59,POPLATEKMESICNE,931129
4526,63,POPLATEKMESICNE,931129
1621,75,POPLATEKMESICNE,931201
344,54,POPLATEKMESICNE,931201
1359,8,POPLATEKMESICNE,931202
290,56,POPLATEKMESICNE,931202
66,48,POPLATEKPOOBRATU,931203
1314,48,POPLATEKMESICNE,931203
3145,4,POPLATEKMESICNE,931203
1204,29,POPLATEKMESICNE,931203
437,43,POPLATEKMESICNE,931203
2063,1,POPLATEKMESICNE,931204
3087,15,POPLATEKMESICNE,931204
2588,5,POPLATEKMESICNE,931204
956,74,POPLATEKMESICNE,931205
597,41,POPLATEKMESICNE,931205
3129,5,POPLATEKMESICNE,931205
884,2,POPLATEKMESICNE,931207
4264,28,POPLATEKMESICNE,931207
3223,1,POPLATEKMESICNE,931207
737,34,POPLATEKMESICNE,931208
2306,38,POPLATEKMESICNE,931208
1673,53,POPLATEKMESICNE,931208
10663,11,POPLATEKMESICNE,931208
3345,22,POPLATEKMESICNE,931208
1970,8,POPLATEKMESICNE,931208
2504,16,POPLATEKMESICNE,931209
358,12,POPLATEKMESICNE,931209
2980,66,POPLATEKMESICNE,931209
3918,53,POPLATEKMESICNE,931209
1680,59,POPLATEKMESICNE,931210
3039,1,POPLATEKMESICNE,931210
3380,64,POPLATEKMESICNE,931210
2128,22,POPLATEKMESICNE,931210
903,47,POPLATEKMESICNE,931210
1762,28,POPLATEKMESICNE,931211
61,70,POPLATEKMESICNE,931211
391,36,POPLATEKMESICNE,931211
2305,1,POPLATEKMESICNE,931211
1588,67,POPLATEKMESICNE,931211
183,43,POPLATEKMESICNE,931212
365,74,POPLATEKMESICNE,931212
2476,32,POPLATEKMESICNE,931212
347,65,POPLATEKMESICNE,931213
1877,76,POPLATEKMESICNE,931213
3196,1,POPLATEKMESICNE,931213
2928,55,POPLATEKMESICNE,931214
1225,4,POPLATEKMESICNE,931214
3825,7,POPLATEKMESICNE,931214
180,55,POPLATEKTYDNE,931214
2813,24,POPLATEKMESICNE,931215
1605,72,POPLATEKMESICNE,931216
1792,7,POPLATEKMESICNE,931216
1604,54,POPLATEKMESICNE,931216
883,1,POPLATEKMESICNE,931217
441,27,POPLATEKTYDNE,931217
3429,73,POPLATEKMESICNE,931217
4514,69,POPLATEKMESICNE,931218
1088,32,POPLATEKMESICNE,931219
3094,56,POPLATEKMESICNE,931220
1768,15,POPLATEKMESICNE,931220
2768,73,POPLATEKMESICNE,931220
2257,57,POPLATEKMESICNE,931221
1882,1,POPLATEKMESICNE,931221
719,30,POPLATEKMESICNE,931221
5092,74,POPLATEKMESICNE,931221
3292,1,POPLATEKMESICNE,931221
3604,75,POPLATEKMESICNE,931222
2733,76,POPLATEKMESICNE,931222
3669,76,POPLATEKMESICNE,931222
1940,52,POPLATEKMESICNE,931222
3056,55,POPLATEKMESICNE,931222
1419,33,POPLATEKMESICNE,931222
2971,76,POPLATEKTYDNE,931223
1959,62,POPLATEKMESICNE,931224
3164,33,POPLATEKMESICNE,931224
3197,1,POPLATEKMESICNE,931225
2770,42,POPLATEKMESICNE,931225
7944,59,POPLATEKMESICNE,931227
1080,55,POPLATEKMESICNE,931227
6148,74,POPLATEKMESICNE,931227
2010,1,POPLATEKMESICNE,931227
3135,72,POPLATEKMESICNE,931227
1098,47,POPLATEKMESICNE,931228
100,41,POPLATEKMESICNE,931228
2913,8,POPLATEKMESICNE,931228
1153,35,POPLATEKMESICNE,931229
1635,19,POPLATEKMESICNE,931229
2842,14,POPLATEKMESICNE,931229
3759,1,POPLATEKMESICNE,931229
3594,29,POPLATEKMESICNE,931230
2778,38,POPLATEKMESICNE,931230
2161,15,POPLATEKTYDNE,931230
2789,14,POPLATEKMESICNE,940101
1552,18,POPLATEKMESICNE,940102
628,72,POPLATEKMESICNE,940103
1458,29,POPLATEKMESICNE,940103
2673,34,POPLATEKMESICNE,940104
1788,1,POPLATEKMESICNE,940104
1193,29,POPLATEKMESICNE,940105
969,19,POPLATEKMESICNE,940108
1512,1,POPLATEKMESICNE,940108
3997,62,POPLATEKMESICNE,940113
2179,1,POPLATEKTYDNE,940114
1164,35,POPLATEKMESICNE,940114
4774,66,POPLATEKMESICNE,940114
4413,74,POPLATEKTYDNE,940115
1824,52,POPLATEKMESICNE,940117
1231,7,POPLATEKMESICNE,940118
2664,58,POPLATEKMESICNE,940120
1627,1,POPLATEKMESICNE,940120
9104,10,POPLATEKMESICNE,940121
2326,70,POPLATEKMESICNE,940124
4356,47,POPLATEKMESICNE,940126
3667,55,POPLATEKMESICNE,940126
742,77,POPLATEKMESICNE,940128
2538,42,POPLATEKMESICNE,940130
127,29,POPLATEKMESICNE,940202
726,76,POPLATEKMESICNE,940203
4907,42,POPLATEKMESICNE,940206
2628,64,POPLATEKPOOBRATU,940206
3898,70,POPLATEKMESICNE,940207
6472,61,POPLATEKMESICNE,940208
1770,65,POPLATEKMESICNE,940208
2472,60,POPLATEKMESICNE,940208
1159,49,POPLATEKMESICNE,940209
4418,66,POPLATEKMESICNE,940209
1470,19,POPLATEKMESICNE,940210
1813,47,POPLATEKMESICNE,940211
4416,14,POPLATEKMESICNE,940212
2315,75,POPLATEKMESICNE,940213
3876,69,POPLATEKMESICNE,940213
4329,1,POPLATEKMESICNE,940217
3184,1,POPLATEKMESICNE,940218
370,25,POPLATEKMESICNE,940218
1317,56,POPLATEKMESICNE,940218
2675,1,POPLATEKMESICNE,940219
3840,76,POPLATEKMESICNE,940219
4009,56,POPLATEKMESICNE,940220
3886,1,POPLATEKMESICNE,940220
3445,1,POPLATEKMESICNE,940222
2482,1,POPLATEKMESICNE,940223
2361,28,POPLATEKMESICNE,940225
974,29,POPLATEKMESICNE,940225
2959,8,POPLATEKMESICNE,940225
1880,76,POPLATEKMESICNE,940225
3355,70,POPLATEKMESICNE,940226
2501,30,POPLATEKMESICNE,940226
1073,73,POPLATEKMESICNE,940227
8558,1,POPLATEKPOOBRATU,940227
3101,1,POPLATEKMESICNE,940227
2568,17,POPLATEKMESICNE,940302
1169,49,POPLATEKPOOBRATU,940302
3684,23,POPLATEKMESICNE,940304
1406,50,POPLATEKMESICNE,940304
71,1,POPLATEKMESICNE,940305
3528,10,POPLATEKMESICNE,940305
3405,36,POPLATEKMESICNE,940307
6118,1,POPLATEKTYDNE,940307
2382,59,POPLATEKMESICNE,940308
1570,1,POPLATEKMESICNE,940312
1511,51,POPLATEKPOOBRATU,940313
1237,9,POPLATEKMESICNE,940313
3307,30,POPLATEKMESICNE,940313
3378,55,POPLATEKMESICNE,940314
989,19,POPLATEKMESICNE,940314
3253,71,POPLATEKPOOBRATU,940315
1626,3,POPLATEKMESICNE,940315
289,1,POPLATEKMESICNE,940317
1987,54,POPLATEKMESICNE,940317
817,5,POPLATEKMESICNE,940318
2228,34,POPLATEKMESICNE,940319
904,1,POPLATEKMESICNE,940320
3824,41,POPLATEKMESICNE,940320
3599,63,POPLATEKMESICNE,940320
22,1,POPLATEKMESICNE,940323
470,64,POPLATEKMESICNE,940323
1273,37,POPLATEKMESICNE,940325
237,50,POPLATEKMESICNE,940325
59,43,POPLATEKMESICNE,940327
572,32,POPLATEKMESICNE,940327
1269,52,POPLATEKMESICNE,940328
855,1,POPLATEKMESICNE,940328
3183,45,POPLATEKMESICNE,940401
1969,5,POPLATEKMESICNE,940402
2799,54,POPLATEKTYDNE,940403
1042,43,POPLATEKMESICNE,940403
1158,50,POPLATEKMESICNE,940403
2713,26,POPLATEKMESICNE,940403
740,28,POPLATEKMESICNE,940404
493,26,POPLATEKMESICNE,940405
2067,76,POPLATEKMESICNE,940407
3804,7,POPLATEKMESICNE,940407
4259,66,POPLATEKMESICNE,940408
2886,1,POPLATEKMESICNE,940408
761,43,POPLATEKMESICNE,940409
1918,24,POPLATEKMESICNE,940410
3036,10,POPLATEKMESICNE,940410
3259,1,POPLATEKMESICNE,940411
4408,71,POPLATEKTYDNE,940411
2009,17,POPLATEKMESICNE,940414
1194,1,POPLATEKMESICNE,940415
3718,63,POPLATEKMESICNE,940416
3201,4,POPLATEKMESICNE,940417
460,1,POPLATEKMESICNE,940418
784,59,POPLATEKMESICNE,940419
3714,2,POPLATEKTYDNE,940421
2154,63,POPLATEKMESICNE,940421
1256,38,POPLATEKMESICNE,940421
1353,51,POPLATEKMESICNE,940421
1820,10,POPLATEKMESICNE,940422
2494,74,POPLATEKMESICNE,940423
2399,1,POPLATEKMESICNE,940426
343,18,POPLATEKMESICNE,940426
575,38,POPLATEKMESICNE,940426
900,48,POPLATEKMESICNE,940426
1467,37,POPLATEKMESICNE,940427
31,68,POPLATEKMESICNE,940427
1375,19,POPLATEKMESICNE,940427
1371,1,POPLATEKMESICNE,940427
844,53,POPLATEKMESICNE,940428
908,62,POPLATEKMESICNE,940429
3134,48,POPLATEKMESICNE,940429
2092,1,POPLATEKMESICNE,940429
3747,1,POPLATEKMESICNE,940501
277,32,POPLATEKPOOBRATU,940501
3595,30,POPLATEKMESICNE,940501
2511,40,POPLATEKMESICNE,940501
1388,29,POPLATEKMESICNE,940502
4245,52,POPLATEKMESICNE,940502
3838,3,POPLATEKMESICNE,940502
543,64,POPLATEKMESICNE,940503
3653,31,POPLATEKMESICNE,940503
524,61,POPLATEKMESICNE,940503
82,26,POPLATEKMESICNE,940503
3912,2,POPLATEKMESICNE,940504
1949,41,POPLATEKMESICNE,940504
1865,1,POPLATEKMESICNE,940504
451,11,POPLATEKMESICNE,940505
50,1,POPLATEKMESICNE,940506
1184,14,POPLATEKMESICNE,940506
363,1,POPLATEKMESICNE,940506
2454,8,POPLATEKMESICNE,940507
2847,75,POPLATEKMESICNE,940508
2740,14,POPLATEKMESICNE,940508
1871,48,POPLATEKMESICNE,940510
8405,20,POPLATEKMESICNE,940510
266,47,POPLATEKMESICNE,940511
1879,10,POPLATEKMESICNE,940513
2259,64,POPLATEKMESICNE,940514
609,63,POPLATEKMESICNE,940515
9750,74,POPLATEKMESICNE,940516
2375,29,POPLATEKMESICNE,940516
216,38,POPLATEKMESICNE,940516
56,50,POPLATEKMESICNE,940516
7824,60,POPLATEKMESICNE,940517
649,69,POPLATEKTYDNE,940517
2996,54,POPLATEKMESICNE,940517
1509,51,POPLATEKMESICNE,940519
2170,1,POPLATEKPOOBRATU,940519
2001,75,POPLATEKMESICNE,940519
2903,38,POPLATEKMESICNE,940519
3717,56,POPLATEKMESICNE,940520
4195,67,POPLATEKMESICNE,940521
2496,51,POPLATEKMESICNE,940521
9583,31,POPLATEKTYDNE,940522
3636,21,POPLATEKMESICNE,940522
1826,5,POPLATEKMESICNE,940522
2227,31,POPLATEKTYDNE,940522
2749,1,POPLATEKMESICNE,940523
535,35,POPLATEKMESICNE,940524
4066,72,POPLATEKMESICNE,940524
2662,71,POPLATEKMESICNE,940524
1053,57,POPLATEKMESICNE,940525
11333,8,POPLATEKMESICNE,940526
1838,68,POPLATEKMESICNE,940526
3037,44,POPLATEKMESICNE,940526
3372,23,POPLATEKMESICNE,940526
985,32,POPLATEKMESICNE,940529
6924,74,POPLATEKMESICNE,940601
3484,22,POPLATEKMESICNE,940601
700,20,POPLATEKMESICNE,940601
3289,1,POPLATEKMESICNE,940602
2638,5,POPLATEKMESICNE,940602
8316,70,POPLATEKMESICNE,940604
1634,77,POPLATEKMESICNE,940604
4825,15,POPLATEKMESICNE,940604
3650,8,POPLATEKMESICNE,940605
10942,44,POPLATEKTYDNE,940605
2922,16,POPLATEKMESICNE,940606
693,2,POPLATEKMESICNE,940606
2260,1,POPLATEKMESICNE,940607
538,70,POPLATEKMESICNE,940607
548,16,POPLATEKMESICNE,940607
941,8,POPLATEKMESICNE,940608
2155,58,POPLATEKMESICNE,940608
4519,8,POPLATEKMESICNE,940608
3539,42,POPLATEKMESICNE,940608
6511,72,POPLATEKMESICNE,940610
2569,2,POPLATEKMESICNE,940610
43,36,POPLATEKMESICNE,940612
1047,46,POPLATEKMESICNE,940613
3479,22,POPLATEKMESICNE,940614
2868,1,POPLATEKMESICNE,940615
4328,72,POPLATEKMESICNE,940617
5628,61,POPLATEKMESICNE,940617
3160,22,POPLATEKMESICNE,940619
1856,26,POPLATEKMESICNE,940619
154,46,POPLATEKMESICNE,940621
3030,65,POPLATEKMESICNE,940622
1938,1,POPLATEKMESICNE,940625
1870,10,POPLATEKMESICNE,940625
3275,74,POPLATEKMESICNE,940629
8492,2,POPLATEKMESICNE,940629
10093,1,POPLATEKTYDNE,940701
3805,9,POPLATEKMESICNE,940702
200,17,POPLATEKMESICNE,940703
2471,6,POPLATEKMESICNE,940703
352,39,POPLATEKMESICNE,940704
1291,1,POPLATEKMESICNE,940704
161,28,POPLATEKMESICNE,940704
711,70,POPLATEKMESICNE,940706
964,26,POPLATEKMESICNE,940708
1012,65,POPLATEKMESICNE,940709
4276,43,POPLATEKMESICNE,940709
901,60,POPLATEKMESICNE,940710
7765,52,POPLATEKTYDNE,940710
90,1,POPLATEKMESICNE,940713
5574,13,POPLATEKTYDNE,940714
741,54,POPLATEKMESICNE,940714
2819,35,POPLATEKMESICNE,940716
478,58,POPLATEKMESICNE,940716
2615,68,POPLATEKMESICNE,940717
3503,1,POPLATEKMESICNE,940717
3921,18,POPLATEKMESICNE,940717
662,21,POPLATEKMESICNE,940718
2654,56,POPLATEKMESICNE,940721
9627,65,POPLATEKPOOBRATU,940722
2470,16,POPLATEKMESICNE,940723
427,8,POPLATEKMESICNE,940724
709,19,POPLATEKMESICNE,940725
629,31,POPLATEKMESICNE,940725
2606,1,POPLATEKMESICNE,940727
6738,62,POPLATEKMESICNE,940728
2912,74,POPLATEKMESICNE,940730
4995,20,POPLATEKTYDNE,940801
1022,33,POPLATEKTYDNE,940801
1797,24,POPLATEKMESICNE,940801
3497,76,POPLATEKMESICNE,940802
1848,1,POPLATEKMESICNE,940804
582,12,POPLATEKMESICNE,940805
3167,18,POPLATEKMESICNE,940808
1579,57,POPLATEKMESICNE,940809
610,74,POPLATEKMESICNE,940811
3536,24,POPLATEKMESICNE,940811
1017,14,POPLATEKMESICNE,940811
3017,75,POPLATEKMESICNE,940812
3112,38,POPLATEKMESICNE,940812
1360,71,POPLATEKMESICNE,940814
2747,1,POPLATEKMESICNE,940814
9192,1,POPLATEKMESICNE,940816
1398,62,POPLATEKMESICNE,940818
1246,58,POPLATEKMESICNE,940818
1592,38,POPLATEKMESICNE,940818
